,Predicted_Adjusted,AuditLowriskProbability,AuditHighriskProbability
1449,0,1,0
1450,0,1,0
1451,0,1,0
1452,1,0.02,0.98
1453,0,0.84,0.16
1454,1,0.14,0.86
1455,0,1,0
1456,0,0.98,0.02
1457,0,0.98,0.02
1458,0,1,0
1459,0,1,0
1460,0,1,0
1461,0,1,0
1462,1,0.24,0.76
1463,0,1,0
1464,0,1,0
1465,0,1,0
1466,0,1,0
1467,1,0.02,0.98
1468,1,0.02,0.98
1469,1,0,1
1470,1,0.04,0.96
1471,0,0.78,0.22
1472,0,1,0
1473,0,0.9,0.1
1474,0,0.94,0.06
1475,0,1,0
1476,0,0.76,0.24
1477,1,0,1
1478,0,1,0
1479,0,1,0
1480,0,1,0
1481,0,1,0
1482,0,1,0
1483,1,0.06,0.94
1484,1,0.02,0.98
1485,0,1,0
1486,0,0.98,0.02
1487,0,1,0
1488,1,0.02,0.98
1489,0,0.92,0.08
1490,0,1,0
1491,0,1,0
1492,0,1,0
1493,0,0.82,0.18
1494,0,1,0
1495,1,0.32,0.68
1496,0,0.98,0.02
1497,1,0.28,0.72
1498,0,1,0
1499,0,0.86,0.14
1500,0,0.8,0.2
1501,0,1,0
1502,0,1,0
1503,1,0.12,0.88
1504,0,1,0
1505,0,0.98,0.02
1506,0,1,0
1507,1,0.12,0.88
1508,0,1,0
1509,0,1,0
1510,0,1,0
1511,0,1,0
1512,0,0.94,0.06
1513,1,0.2,0.8
1514,0,0.8,0.2
1515,0,1,0
1516,0,1,0
1517,0,1,0
1518,0,0.98,0.02
1519,1,0.16,0.84
1520,0,1,0
1521,0,0.96,0.04
1522,0,1,0
1523,0,1,0
1524,0,0.84,0.16
1525,0,1,0
1526,0,1,0
1527,0,1,0
1528,0,1,0
1529,1,0.02,0.98
1530,0,0.88,0.12
1531,0,1,0
1532,0,0.98,0.02
1533,0,1,0
1534,0,1,0
1535,0,1,0
1536,0,0.92,0.08
1537,0,1,0
1538,1,0,1
1539,1,0.48,0.52
1540,0,1,0
1541,0,1,0
1542,0,1,0
1543,0,1,0
1544,0,0.92,0.08
1545,0,1,0
1546,0,1,0
1547,0,1,0
1548,0,1,0
1549,0,0.94,0.06
1550,0,0.86,0.14
1551,0,0.98,0.02
1552,0,0.76,0.24
1553,0,1,0
1554,1,0.48,0.52
1555,0,0.94,0.06
1556,0,0.98,0.02
1557,0,1,0
1558,0,1,0
1559,0,1,0
1560,0,0.98,0.02
1561,1,0.04,0.96
1562,0,1,0
1563,0,1,0
1564,0,1,0
1566,1,0.32,0.68
1567,0,1,0
1568,1,0,1
1569,0,1,0
1570,0,0.84,0.16
1571,0,0.98,0.02
1572,0,1,0
1573,0,1,0
1574,1,0.08,0.92
1575,0,0.98,0.02
1576,0,1,0
1577,0,0.92,0.08
1578,0,0.98,0.02
1579,0,1,0
1580,0,0.94,0.06
1581,0,1,0
1582,0,0.96,0.04
1583,0,1,0
1584,0,0.86,0.14
1585,0,1,0
1586,0,1,0
1587,0,1,0
1588,0,1,0
1589,0,1,0
1590,0,1,0
1591,0,1,0
1592,0,1,0
1593,0,1,0
1594,0,0.98,0.02
1596,0,1,0
1597,0,1,0
1598,0,1,0
1599,0,0.98,0.02
1600,1,0.02,0.98
1601,0,0.8,0.2
1602,0,1,0
1603,0,1,0
1604,0,1,0
1605,0,1,0
1606,0,1,0
1607,1,0.14,0.86
1608,0,0.94,0.06
1609,0,1,0
1610,0,1,0
1611,0,1,0
1612,0,0.9,0.1
1613,0,1,0
1614,0,1,0
1615,0,1,0
1616,0,0.88,0.12
1617,0,0.94,0.06
1618,1,0.04,0.96
1619,0,1,0
1620,0,0.98,0.02
1621,1,0,1
1622,0,1,0
1623,0,1,0
1624,0,1,0
1625,0,0.98,0.02
1626,0,0.96,0.04
1627,0,1,0
1628,0,1,0
1629,0,1,0
1630,0,1,0
1631,0,1,0
1632,0,0.94,0.06
1633,0,1,0
1634,0,1,0
1635,0,1,0
1636,0,0.94,0.06
1638,0,0.98,0.02
1639,0,1,0
1640,0,0.98,0.02
1641,0,1,0
1642,0,1,0
1643,0,1,0
1644,0,1,0
1645,0,0.98,0.02
1646,0,0.98,0.02
1647,1,0.22,0.78
1648,0,1,0
1649,0,0.94,0.06
1650,0,1,0
1651,0,1,0
1652,0,1,0
1653,0,1,0
1654,0,1,0
1655,0,1,0
1656,1,0.32,0.68
1657,0,1,0
1658,0,1,0
1659,0,1,0
1660,0,1,0
1661,0,1,0
1662,0,1,0
1664,0,1,0
1665,0,1,0
1666,0,1,0
1667,1,0,1
1668,1,0.02,0.98
1669,0,1,0
1670,0,0.66,0.34
1671,1,0.12,0.88
1672,0,0.74,0.26
1673,0,1,0
1674,0,0.5,0.5
1675,0,0.68,0.32
1676,0,0.94,0.06
1677,1,0.2,0.8
1678,0,1,0
1679,0,1,0
1682,0,1,0
1683,0,0.68,0.32
1684,0,1,0
1685,0,1,0
1686,0,0.9,0.1
1687,0,1,0
1688,0,1,0
1689,0,1,0
1690,0,0.96,0.04
1691,0,0.9,0.1
1692,1,0.12,0.88
1693,0,0.78,0.22
1694,0,0.96,0.04
1695,0,1,0
1696,0,1,0
1697,0,0.96,0.04
1698,0,1,0
1700,0,1,0
1701,0,0.86,0.14
1702,1,0.12,0.88
1703,0,0.96,0.04
1704,0,1,0
1705,0,1,0
1706,1,0,1
1707,0,1,0
1708,0,1,0
1709,0,1,0
1710,0,1,0
1711,0,1,0
1712,0,1,0
1713,0,1,0
1714,0,1,0
1715,0,0.98,0.02
1716,0,1,0
1717,1,0.06,0.94
1718,0,1,0
1719,0,0.98,0.02
1720,0,1,0
1721,0,0.98,0.02
1722,0,0.9,0.1
1723,0,1,0
1724,0,1,0
1725,0,1,0
1726,1,0.02,0.98
1727,0,0.92,0.08
1728,1,0,1
1729,0,0.98,0.02
1731,0,1,0
1732,0,1,0
1733,1,0.08,0.92
1734,0,0.84,0.16
1735,0,0.92,0.08
1736,0,1,0
1737,0,1,0
1738,0,0.96,0.04
1739,0,1,0
1740,0,1,0
1741,0,0.9,0.1
1742,0,1,0
1743,0,1,0
1744,0,1,0
1745,0,1,0
1746,1,0,1
1747,1,0.1,0.9
1749,1,0,1
1750,0,1,0
1751,0,1,0
1752,0,0.88,0.12
1753,0,1,0
1754,1,0.06,0.94
1755,0,1,0
1756,0,1,0
1757,0,1,0
1758,0,1,0
1759,0,1,0
1760,0,1,0
1761,1,0.42,0.58
1762,0,1,0
1763,0,0.98,0.02
1764,0,1,0
1765,0,1,0
1766,0,1,0
1767,0,1,0
1768,0,1,0
1769,0,1,0
1770,1,0,1
1771,0,0.54,0.46
1772,0,1,0
1773,0,0.94,0.06
1774,0,1,0
1775,0,1,0
1777,1,0.2,0.8
1778,1,0.06,0.94
1779,0,1,0
1780,0,1,0
1781,1,0,1
1782,0,1,0
1783,0,1,0
1784,0,0.86,0.14
1785,0,0.98,0.02
1786,0,1,0
1787,0,0.98,0.02
1788,0,0.82,0.18
1789,0,0.76,0.24
1790,0,0.82,0.18
1791,0,1,0
1792,0,1,0
1793,0,1,0
1795,0,0.98,0.02
1796,0,0.98,0.02
1797,0,1,0
1798,0,0.96,0.04
1799,1,0,1
1800,0,1,0
1801,0,0.98,0.02
1802,0,1,0
1803,1,0.38,0.62
1804,1,0.22,0.78
1805,0,1,0
1806,0,0.9,0.1
1807,1,0.02,0.98
1808,0,1,0
1809,0,1,0
1810,0,0.98,0.02
1811,0,1,0
1812,1,0.34,0.66
1813,0,1,0
1814,0,1,0
1815,0,1,0
1816,0,1,0
1818,0,1,0
1819,0,0.98,0.02
1820,0,0.92,0.08
1821,0,0.96,0.04
1822,0,0.98,0.02
1823,0,0.86,0.14
1824,0,0.8,0.2
1825,0,1,0
1826,0,0.94,0.06
1827,1,0,1
1828,0,1,0
1829,0,0.98,0.02
1830,0,1,0
1831,0,1,0
1832,0,1,0
1833,0,0.96,0.04
1834,1,0.06,0.94
1835,0,0.96,0.04
1836,1,0.18,0.82
1837,0,0.82,0.18
1838,0,0.9,0.1
1839,0,1,0
1840,0,1,0
1841,0,1,0
1842,0,1,0
1843,0,1,0
1844,0,1,0
1845,0,1,0
1846,0,0.88,0.12
1847,1,0.1,0.9
1849,0,1,0
1850,0,0.72,0.28
1851,0,0.82,0.18
1852,0,0.92,0.08
1853,0,0.88,0.12
1854,0,1,0
1855,0,1,0
1856,1,0.2,0.8
1857,0,1,0
1858,0,0.56,0.44
1859,0,1,0
1860,1,0.16,0.84
1861,0,1,0
1862,1,0.06,0.94
1863,0,1,0
1864,0,1,0
1865,0,0.94,0.06
1866,0,0.98,0.02
1867,0,0.98,0.02
1868,0,0.94,0.06
1869,0,1,0
1870,0,1,0
1871,0,0.76,0.24
1872,0,1,0
1873,0,0.78,0.22
1874,1,0.06,0.94
1876,0,1,0
1877,0,0.98,0.02
1878,1,0.12,0.88
1879,0,0.98,0.02
1880,0,1,0
1881,0,0.98,0.02
1882,0,0.98,0.02
1883,0,1,0
1884,1,0,1
1885,0,1,0
1886,0,1,0
1887,0,1,0
1888,0,0.98,0.02
1889,0,1,0
1890,0,1,0
1891,0,1,0
1892,1,0.02,0.98
1893,0,1,0
1894,0,0.98,0.02
1895,0,0.98,0.02
1896,0,1,0
1897,1,0.12,0.88
1898,0,0.96,0.04
1899,0,1,0
