Transaction_ID	Items
2065	{income=$40,000+,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
2067	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=asian,language in home=other}
2068	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=other,language in home=english}
2070	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
2075	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=no,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2076	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=no,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2077	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
2078	{income=$0-$40,000,sex=male,marital status=cohabitation,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2079	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=no,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
2080	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=asian,language in home=english}
2082	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2083	{income=$40,000+,sex=female,marital status=single,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
2086	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2087	{income=$0-$40,000,sex=female,marital status=single,age=35+,education=no college graduate,occupation=unemployed,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2089	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2090	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2091	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=no,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2092	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=black,language in home=english}
2095	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2096	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2097	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=military,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2098	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=other,language in home=english}
2099	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=other,language in home=english}
2100	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2101	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=american indian,language in home=english}
2104	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2105	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2106	{income=$0-$40,000,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2107	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2108	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2109	{income=$0-$40,000,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2110	{income=$40,000+,sex=male,marital status=married,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=condominium,ethnic classification=black,language in home=english}
2111	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=military,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=black,language in home=english}
2112	{income=$40,000+,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2113	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=black,language in home=english}
2115	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2116	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2117	{income=$0-$40,000,sex=male,marital status=divorced,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2118	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2120	{income=$0-$40,000,sex=male,marital status=married,age=35+,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=yes,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=black,language in home=english}
2121	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=rent,type of home=house,ethnic classification=black,language in home=english}
2122	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2123	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=black,language in home=english}
2124	{income=$0-$40,000,sex=male,marital status=single,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2125	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2126	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=black,language in home=english}
2127	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2128	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2131	{income=$40,000+,sex=female,marital status=widowed,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2132	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2134	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=american indian,language in home=english}
2135	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=no,number in household=2+,number of children=0,householder status=rent,type of home=house,ethnic classification=black,language in home=english}
2136	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2138	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2139	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2140	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2141	{income=$0-$40,000,sex=female,marital status=cohabitation,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=spanish}
2142	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=condominium,ethnic classification=hispanic,language in home=english}
2143	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=hispanic,language in home=spanish}
2146	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=hispanic,language in home=english}
2147	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2149	{income=$40,000+,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=other,language in home=spanish}
2151	{income=$40,000+,sex=female,marital status=widowed,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2152	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2153	{income=$0-$40,000,sex=female,marital status=divorced,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
2154	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2155	{income=$0-$40,000,sex=female,marital status=single,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
2156	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
2157	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=other,language in home=english}
2158	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=asian,language in home=other}
2160	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=no college graduate,occupation=military,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=black,language in home=english}
2161	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=apartment,ethnic classification=black,language in home=english}
2163	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2164	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2168	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=black,language in home=english}
2170	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2173	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=military,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2174	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=black,language in home=english}
2175	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=black,language in home=english}
2176	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2178	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2179	{income=$0-$40,000,sex=female,marital status=cohabitation,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2180	{income=$0-$40,000,sex=female,marital status=single,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2181	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2182	{income=$0-$40,000,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2183	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=college graduate,occupation=sales,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2184	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2186	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2187	{income=$0-$40,000,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2188	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2189	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
2191	{income=$0-$40,000,sex=male,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=black,language in home=english}
2192	{income=$40,000+,sex=female,marital status=divorced,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=black,language in home=english}
2195	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=pacific islander,language in home=english}
2196	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=yes,number in household=2+,number of children=0,householder status=rent,type of home=apartment,ethnic classification=american indian,language in home=english}
2197	{income=$0-$40,000,sex=female,marital status=cohabitation,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2198	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2199	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2202	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=black,language in home=english}
2206	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=black,language in home=english}
2207	{income=$0-$40,000,sex=female,marital status=divorced,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=black,language in home=english}
2209	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2210	{income=$0-$40,000,sex=male,marital status=cohabitation,age=35+,education=no college graduate,occupation=unemployed,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2213	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=hispanic,language in home=spanish}
2214	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=apartment,ethnic classification=hispanic,language in home=english}
2216	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=other,ethnic classification=black,language in home=english}
2218	{income=$0-$40,000,sex=male,marital status=single,age=35+,education=college graduate,occupation=military,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
2219	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2222	{income=$40,000+,sex=male,marital status=widowed,age=14-34,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=other,language in home=other}
2225	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2226	{income=$40,000+,sex=male,marital status=single,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2227	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=military,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=other,ethnic classification=white,language in home=english}
2228	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
2229	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2230	{income=$0-$40,000,sex=male,marital status=single,age=35+,education=college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
2232	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2233	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2234	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=other,ethnic classification=white,language in home=english}
2236	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
2237	{income=$0-$40,000,sex=female,marital status=cohabitation,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=rent,type of home=other,ethnic classification=white,language in home=english}
2238	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=other,ethnic classification=white,language in home=english}
2239	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=other,ethnic classification=white,language in home=english}
2240	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2241	{income=$0-$40,000,sex=male,marital status=single,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=other,language in home=english}
2244	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=0,householder status=rent,type of home=other,ethnic classification=white,language in home=english}
2246	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
2247	{income=$0-$40,000,sex=female,marital status=cohabitation,age=14-34,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
