Transaction_ID	Time_Stamp	Items
session_a7d9	01-12-2004 12:52	{doc_46d}
session_a7e0	01-12-2004 14:41	{doc_43d}
session_a7e4	01-12-2004 15:15	{doc_43d}
session_a7ea	01-12-2004 16:14	{doc_5f2}
session_a7f2	01-12-2004 19:44	{doc_24d}
session_a7f6	02-12-2004 05:31	{doc_43d}
session_a817	03-12-2004 06:32	{doc_1ad,doc_1c0,doc_1df,doc_1e0,doc_1e1,doc_1e2,doc_1f1,doc_237,doc_239,doc_23c,doc_24f,doc_252,doc_a2,doc_c3,doc_d3,doc_da,doc_db,doc_dc,doc_f0,doc_f2}
session_a819	03-12-2004 07:24	{doc_368}
session_a82d	03-12-2004 18:05	{doc_46c}
session_a831	03-12-2004 19:31	{doc_26b,doc_60}
session_a83a	06-12-2004 09:10	{doc_19a,doc_77d}
session_a846	06-12-2004 11:57	{doc_5dc,doc_6f,doc_781}
session_a855	07-12-2004 06:41	{doc_36c,doc_e8}
session_a866	07-12-2004 11:38	{doc_27a}
session_a86f	07-12-2004 13:01	{doc_43d,doc_698,doc_707,doc_71}
session_a870	07-12-2004 13:12	{doc_698}
session_a881	07-12-2004 19:53	{doc_225,doc_6f}
session_a882	07-12-2004 21:09	{doc_71}
session_a885	07-12-2004 22:53	{doc_597}
session_a88d	08-12-2004 08:42	{doc_18f,doc_190,doc_1ab,doc_1b4,doc_1be,doc_1c4,doc_1ca,doc_1ce,doc_1dd,doc_22c}
session_a894	08-12-2004 14:19	{doc_48a,doc_4c7}
session_a89b	08-12-2004 15:35	{doc_255,doc_46a,doc_49b,doc_6d2,doc_6de,doc_749,doc_77a,doc_77b}
session_a89d	08-12-2004 16:38	{doc_5dc}
session_a8a3	08-12-2004 21:25	{doc_235,doc_23b,doc_320,doc_410,doc_482,doc_597,doc_59b,doc_709,doc_7a9}
session_a8a7	09-12-2004 08:03	{doc_1e0,doc_1e2,doc_1e8,doc_1ee,doc_298,doc_be,doc_df,doc_e0}
session_a8c0	09-12-2004 16:11	{doc_3c4,doc_3d6}
session_a8e1	10-12-2004 14:13	{doc_472,doc_48a}
session_a8f5	11-12-2004 05:59	{doc_691}
session_a8fd	11-12-2004 20:51	{doc_671}
session_a904	12-12-2004 11:41	{doc_40e}
session_a907	12-12-2004 15:33	{doc_1c0,doc_595,doc_5f2}
session_a916	13-12-2004 04:57	{doc_3ec,doc_43d,doc_72f}
session_a936	13-12-2004 08:07	{doc_236,doc_31f,doc_3fc,doc_49b,doc_59c}
session_a93a	13-12-2004 09:05	{doc_750}
session_a94d	13-12-2004 14:29	{doc_782}
session_a953	13-12-2004 16:23	{doc_4c7}
session_a956	13-12-2004 18:45	{doc_18e}
session_a95f	14-12-2004 07:17	{doc_18a,doc_18f,doc_190,doc_1ab,doc_1b4,doc_1be,doc_1c4,doc_1ca,doc_1ce,doc_1dd,doc_1df,doc_22b,doc_22c,doc_239,doc_403,doc_db,doc_e8}
session_a965	14-12-2004 08:29	{doc_5ca}
session_a97b	14-12-2004 15:33	{doc_473}
session_a987	14-12-2004 18:18	{doc_749}
session_a98b	14-12-2004 22:57	{doc_480}
session_a990	15-12-2004 07:32	{doc_43d,doc_60,doc_6bf}
session_a9ab	15-12-2004 21:09	{doc_16e}
session_a9ae	16-12-2004 02:33	{doc_31f}
session_a9bc	16-12-2004 09:42	{doc_766}
session_a9e0	16-12-2004 15:28	{doc_782}
session_a9e6	16-12-2004 20:32	{doc_46d}
session_a9ef	17-12-2004 08:54	{doc_43d}
session_aa12	18-12-2004 12:28	{doc_489}
session_aa2f	19-12-2004 20:26	{doc_671}
session_aa3c	20-12-2004 08:23	{doc_72f}
session_aa4d	20-12-2004 12:49	{doc_43d}
session_wu56035	20-12-2004 16:26	{doc_691}
session_aa5b	20-12-2004 18:22	{doc_5dc}
session_aa6b	21-12-2004 07:47	{doc_43d}
session_aa6d	21-12-2004 08:27	{doc_7a2}
session_aa76	21-12-2004 10:48	{doc_4c6}
session_aa78	21-12-2004 11:40	{doc_3ec}
session_aa7c	21-12-2004 12:03	{doc_71}
session_aa97	22-12-2004 01:45	{doc_158,doc_595}
session_aac6	23-12-2004 14:34	{doc_26f}
session_aad7	25-12-2004 11:25	{doc_782}
session_aaf0	27-12-2004 11:05	{doc_5c2}
session_aaf1	27-12-2004 11:30	{doc_3ec,doc_693}
session_aafd	27-12-2004 16:27	{doc_5c9,doc_6f,doc_781}
session_ab01	27-12-2004 21:58	{doc_4c6}
session_ab02	28-12-2004 05:50	{doc_691}
session_ab12	28-12-2004 12:42	{doc_75a}
session_ab18	28-12-2004 14:27	{doc_6db,doc_70a}
session_ab26	29-12-2004 07:58	{doc_4b4}
session_ab27	29-12-2004 08:05	{doc_18a,doc_18f,doc_22c}
session_ab28	29-12-2004 08:26	{doc_4b4}
session_ab2c	29-12-2004 10:10	{doc_79d}
session_ab32	29-12-2004 11:57	{doc_5be,doc_5ca}
session_ab33	29-12-2004 11:58	{doc_4b4}
session_ab43	30-12-2004 07:08	{doc_190,doc_1b4,doc_1dd,doc_1ef,doc_df}
session_ab4c	30-12-2004 09:19	{doc_466,doc_4c7,doc_691}
session_ab61	31-12-2004 05:59	{doc_171}
session_ab72	02-01-2005 03:09	{doc_693}
session_ab76	02-01-2005 09:48	{doc_4ad}
session_ab7d	02-01-2005 18:10	{doc_51e}
session_ab80	02-01-2005 20:00	{doc_173,doc_19f,doc_473}
session_ab81	02-01-2005 20:14	{doc_466}
session_ab86	03-01-2005 09:14	{doc_4c7}
session_ab87	03-01-2005 09:38	{doc_5ea,doc_60e,doc_693}
session_ab89	03-01-2005 10:45	{doc_2ac,doc_4aa,doc_51b}
session_ab8c	03-01-2005 11:05	{doc_5c2}
session_ab91	03-01-2005 12:19	{doc_469,doc_ce}
session_ab9b	03-01-2005 17:11	{doc_1a2}
session_ab9c	03-01-2005 18:12	{doc_11d}
session_aba0	03-01-2005 19:42	{doc_5c2}
session_abb6	04-01-2005 13:31	{doc_649}
session_abc1	04-01-2005 21:01	{doc_416}
session_abe9	05-01-2005 15:17	{doc_11d}
session_abec	05-01-2005 16:22	{doc_24e}
session_abf3	06-01-2005 00:44	{doc_5c2}
session_abfa	06-01-2005 10:20	{doc_490,doc_4fd,doc_507,doc_51b,doc_749,doc_74a}
session_abfd	06-01-2005 10:47	{doc_568}
session_ac0e	06-01-2005 16:42	{doc_11d}
session_ac0f	06-01-2005 16:43	{doc_278}
session_ac31	07-01-2005 15:22	{doc_77b}
session_ac35	07-01-2005 16:31	{doc_173,doc_472,doc_473,doc_4b6,doc_4e5,doc_4fe,doc_504,doc_517,doc_51a,doc_528,doc_6d1,doc_75a}
session_ac43	08-01-2005 14:15	{doc_19b,doc_505}
session_ac53	09-01-2005 09:47	{doc_4b4}
session_wu5629d	09-01-2005 15:17	{doc_4c6}
session_ac5b	09-01-2005 16:40	{doc_671}
session_ac5f	09-01-2005 19:46	{doc_4c7,doc_5be,doc_60e}
session_ac63	09-01-2005 22:25	{doc_77b}
session_ac67	10-01-2005 07:03	{doc_708}
session_ac6d	10-01-2005 10:29	{doc_5be,doc_5ca,doc_649}
session_ac75	10-01-2005 12:12	{doc_5ca}
session_ac92	11-01-2005 08:38	{doc_671}
session_aca2	11-01-2005 14:50	{doc_5ca}
session_acb6	12-01-2005 08:39	{doc_4e5}
session_acd2	12-01-2005 13:52	{doc_779}
session_acd5	12-01-2005 15:23	{doc_e8}
session_acd9	12-01-2005 16:04	{doc_691}
session_acfc	13-01-2005 11:23	{doc_5f3}
session_ad19	13-01-2005 22:15	{doc_4ad}
session_ad1a	14-01-2005 02:12	{doc_5c9}
session_ad24	14-01-2005 09:44	{doc_7c5}
session_ad25	14-01-2005 09:49	{doc_698}
session_ad30	14-01-2005 11:52	{doc_11d}
session_ad3a	14-01-2005 15:33	{doc_2cd,doc_691}
session_ad5f	16-01-2005 13:23	{doc_766}
session_ad6b	16-01-2005 19:20	{doc_698}
session_ad6d	16-01-2005 19:31	{doc_698}
session_ad71	16-01-2005 22:08	{doc_4c6}
session_ad82	17-01-2005 10:12	{doc_3f3,doc_506,doc_6f8}
session_ad92	17-01-2005 13:45	{doc_5dc,doc_793}
session_ad8b	17-01-2005 15:35	{doc_7c5}
session_ad9c	17-01-2005 16:09	{doc_7c5}
session_ada6	18-01-2005 06:46	{doc_1a8}
session_adb7	18-01-2005 09:54	{doc_60e,doc_782,doc_79d}
session_adc2	18-01-2005 11:28	{doc_2ab,doc_2ac}
session_adc9	18-01-2005 13:28	{doc_11d,doc_75a,doc_782}
session_adcf	18-01-2005 13:51	{doc_4cb,doc_77d}
session_add0	18-01-2005 13:56	{doc_42e}
session_add4	18-01-2005 14:52	{doc_718}
session_addf	18-01-2005 17:52	{doc_4b4,doc_764}
session_ade9	18-01-2005 21:42	{doc_707}
session_ae11	19-01-2005 13:39	{doc_364,doc_698}
session_ae14	19-01-2005 14:42	{doc_4fd,doc_749,doc_74a}
session_ae1d	19-01-2005 17:18	{doc_707}
session_ae1f	19-01-2005 18:07	{doc_162,doc_185,doc_412,doc_553,doc_77a}
session_ae27	19-01-2005 21:40	{doc_2cd}
session_ae34	20-01-2005 09:17	{doc_364}
session_ae39	20-01-2005 09:45	{doc_441,doc_466,doc_781}
session_ae7d	22-01-2005 00:12	{doc_707,doc_782}
session_ae7e	22-01-2005 02:01	{doc_595}
session_ae84	22-01-2005 08:57	{doc_5ea}
session_ae85	22-01-2005 09:21	{doc_19f,doc_441,doc_4c6,doc_707,doc_7a2}
session_ae9d	23-01-2005 15:59	{doc_79d}
session_aea3	23-01-2005 20:10	{doc_470,doc_47f,doc_ce}
session_aec1	24-01-2005 12:23	{doc_51b}
session_aeca	24-01-2005 14:30	{doc_4c6}
session_aef2	25-01-2005 14:58	{doc_410}
session_aefa	25-01-2005 19:24	{doc_466}
session_af05	26-01-2005 08:23	{doc_162}
session_af06	26-01-2005 09:01	{doc_11d,doc_4c6}
session_af26	27-01-2005 07:02	{doc_6bf}
session_af2c	27-01-2005 08:21	{doc_ec}
session_af35	27-01-2005 10:59	{doc_698}
session_af3b	27-01-2005 12:00	{doc_5c3}
session_af45	27-01-2005 13:12	{doc_60,doc_9b}
session_af46	27-01-2005 13:16	{doc_698}
session_af4a	27-01-2005 13:48	{doc_11d,doc_19f,doc_24e,doc_364,doc_3ec,doc_43d,doc_441,doc_466,doc_4c6,doc_5c3,doc_5dc,doc_5ea,doc_60,doc_60e,doc_671,doc_691,doc_698,doc_6bf,doc_6f,doc_707,doc_71,doc_781,doc_782,doc_83,doc_ec}
session_af77	27-01-2005 22:08	{doc_4c6}
session_af78	27-01-2005 22:25	{doc_72f}
session_af8d	28-01-2005 10:48	{doc_11d}
session_af96	28-01-2005 13:26	{doc_ec}
session_af97	28-01-2005 13:30	{doc_4c6}
session_af9f	28-01-2005 14:58	{doc_441,doc_466,doc_504,doc_5dc,doc_671,doc_71,doc_7a2}
session_afa0	28-01-2005 15:14	{doc_5ca}
session_afa6	28-01-2005 17:03	{doc_e0}
session_afa7	28-01-2005 17:07	{doc_19f,doc_473}
session_afb1	29-01-2005 11:43	{doc_60e}
session_afb2	29-01-2005 12:46	{doc_6f}
session_afb3	29-01-2005 13:08	{doc_5dc}
session_afc5	30-01-2005 15:00	{doc_504,doc_60,doc_781}
session_afdd	31-01-2005 10:15	{doc_15e,doc_781}
session_afe9	31-01-2005 11:27	{doc_714}
session_aff6	31-01-2005 14:23	{doc_698}
session_afff	31-01-2005 18:33	{doc_196,doc_1a0}
session_b011	01-02-2005 08:38	{doc_521,doc_7a2}
session_wu56730	01-02-2005 10:25	{doc_48b}
session_b017	01-02-2005 10:26	{doc_1b0,doc_506,doc_507}
session_b01c	01-02-2005 11:18	{doc_4fe,doc_517}
session_b024	01-02-2005 12:15	{doc_4c7,doc_60e}
session_b025	01-02-2005 12:58	{doc_43d}
session_b02e	01-02-2005 18:09	{doc_441,doc_782,doc_7da}
session_b041	02-02-2005 08:48	{doc_1e7}
session_b042	02-02-2005 09:25	{doc_71}
session_b04f	02-02-2005 11:58	{doc_ec}
session_b055	02-02-2005 13:53	{doc_7a2}
session_b05c	02-02-2005 16:58	{doc_239}
session_wu5679a	02-02-2005 19:54	{doc_173,doc_517}
session_b066	03-02-2005 07:14	{doc_5c9,doc_6f}
session_b068	03-02-2005 07:57	{doc_255}
session_b06a	03-02-2005 08:29	{doc_7da}
session_b06e	03-02-2005 09:25	{doc_5ca}
session_b09d	04-02-2005 01:01	{doc_40a,doc_506}
session_b0a3	04-02-2005 09:05	{doc_517}
session_b0ae	04-02-2005 13:22	{doc_197,doc_1a2,doc_1a4,doc_1d3,doc_40a}
session_b0b1	04-02-2005 13:47	{doc_466,doc_4c6,doc_5c3,doc_60,doc_671,doc_707,doc_71,doc_7a2,doc_83}
session_wu567dd	04-02-2005 13:53	{doc_60e,doc_6bf}
session_b0b5	04-02-2005 15:46	{doc_2cd}
session_b0b7	04-02-2005 19:54	{doc_11d,doc_19f,doc_24e,doc_2cd,doc_359,doc_424,doc_43d,doc_441,doc_568,doc_5c3,doc_60e,doc_691,doc_698,doc_6bf,doc_6f,doc_707,doc_71,doc_83,doc_9b}
session_b0d7	06-02-2005 21:16	{doc_4c7}
session_b0e0	07-02-2005 10:17	{doc_368}
session_b0e1	07-02-2005 10:40	{doc_27a,doc_27b}
session_b0ef	07-02-2005 15:27	{doc_221}
session_b0f0	07-02-2005 15:33	{doc_469,doc_ce}
session_b0f2	07-02-2005 16:08	{doc_1be}
session_b0f5	07-02-2005 16:42	{doc_469}
session_b10b	08-02-2005 12:59	{doc_f4}
session_b11a	09-02-2005 07:30	{doc_473,doc_ec}
session_b11f	09-02-2005 09:08	{doc_72f}
session_b12c	09-02-2005 14:06	{doc_171,doc_469,doc_48f}
session_b137	09-02-2005 19:10	{doc_4da}
session_b13b	10-02-2005 07:58	{doc_51a}
session_b14f	10-02-2005 15:47	{doc_469}
session_b150	10-02-2005 16:04	{doc_1dd}
session_b152	10-02-2005 18:29	{doc_781}
session_b153	10-02-2005 18:47	{doc_4c6}
session_wu5694f	11-02-2005 08:36	{doc_1b1}
session_b165	11-02-2005 10:36	{doc_79d}
session_b18a	12-02-2005 18:03	{doc_5c2,doc_60e}
session_b18d	12-02-2005 19:29	{doc_1f0,doc_1f1,doc_23b}
session_b194	13-02-2005 09:23	{doc_469}
session_b19e	13-02-2005 15:09	{doc_1d8,doc_40c}
session_b1a1	13-02-2005 16:51	{doc_75a}
session_b1a7	14-02-2005 06:58	{doc_ce}
session_b1ae	14-02-2005 08:05	{doc_7c5}
session_b1b8	14-02-2005 10:22	{doc_77b}
session_b1ba	14-02-2005 10:52	{doc_7c5}
session_b1c1	14-02-2005 11:47	{doc_42c}
session_b1c5	14-02-2005 12:18	{doc_46d,doc_77b}
session_b1d4	14-02-2005 18:59	{doc_424,doc_4c7,doc_60e,doc_693,doc_6bf,doc_782}
session_b1f7	15-02-2005 14:01	{doc_698}
session_b1fb	15-02-2005 17:46	{doc_4da}
session_b200	15-02-2005 19:17	{doc_6de}
session_b202	15-02-2005 22:03	{doc_46d}
session_b206	16-02-2005 05:23	{doc_693}
session_b212	16-02-2005 09:13	{doc_42c}
session_b246	17-02-2005 10:13	{doc_554}
session_b256	17-02-2005 15:48	{doc_71}
session_b259	17-02-2005 16:18	{doc_1db,doc_1e1,doc_320,doc_597,doc_59b}
session_b25b	17-02-2005 16:23	{doc_70a}
session_b277	18-02-2005 13:28	{doc_466,doc_5dc,doc_691}
session_b27a	18-02-2005 15:56	{doc_47f}
session_b28e	19-02-2005 13:46	{doc_698}
session_b28f	19-02-2005 17:43	{doc_160,doc_691,doc_698}
session_b292	19-02-2005 20:12	{doc_40c}
session_wu56ad9	20-02-2005 08:23	{doc_473}
session_b2a9	21-02-2005 09:40	{doc_482,doc_568}
session_b2b0	21-02-2005 11:24	{doc_5ea}
session_b2b5	21-02-2005 12:56	{doc_4da}
session_b2c7	21-02-2005 20:04	{doc_77a}
session_b2cd	22-02-2005 01:42	{doc_7d1}
session_b2d2	22-02-2005 07:32	{doc_79d}
session_b2d3	22-02-2005 07:36	{doc_2cd}
session_b2e5	22-02-2005 13:04	{doc_79d}
session_b2e8	22-02-2005 15:04	{doc_4c6}
session_b2ea	22-02-2005 16:42	{doc_5ca,doc_7da}
session_b2ee	22-02-2005 20:27	{doc_782}
session_b2f3	23-02-2005 06:31	{doc_472}
session_b2fe	23-02-2005 09:20	{doc_71}
session_b2ff	23-02-2005 09:26	{doc_4da}
session_b30e	23-02-2005 12:34	{doc_79d}
session_b315	23-02-2005 14:25	{doc_5ca}
session_b319	23-02-2005 15:06	{doc_691}
session_b320	23-02-2005 17:59	{doc_5ca}
session_b324	23-02-2005 18:56	{doc_24e}
session_b32a	23-02-2005 21:12	{doc_60e}
session_b33d	24-02-2005 12:20	{doc_162}
session_b34a	24-02-2005 14:25	{doc_517}
session_b34d	24-02-2005 14:41	{doc_1e5}
session_wu56c0a	24-02-2005 15:49	{doc_782}
session_b35a	24-02-2005 19:52	{doc_192}
session_wu56c1e	25-02-2005 06:26	{doc_3fd}
session_b366	25-02-2005 08:02	{doc_5ea}
session_b376	25-02-2005 12:49	{doc_4fe,doc_505,doc_74a}
session_b37d	25-02-2005 14:28	{doc_71}
session_b38a	25-02-2005 22:47	{doc_4cd}
session_b391	26-02-2005 07:34	{doc_11d,doc_19f,doc_1a2,doc_24e,doc_26b,doc_2cd,doc_359,doc_364,doc_3ec,doc_424,doc_43d,doc_441,doc_466,doc_4c6,doc_4c7,doc_568,doc_5c3,doc_5c9,doc_5dc,doc_5ea,doc_60,doc_60e,doc_671,doc_691,doc_693,doc_698,doc_6bf,doc_6f,doc_707,doc_71,doc_781,doc_782,doc_79d,doc_7a2,doc_7c9,doc_83,doc_9b,doc_ec}
session_b39a	26-02-2005 12:58	{doc_75a}
session_b3ab	27-02-2005 12:56	{doc_1c5,doc_23c}
session_wu56c7c	27-02-2005 20:11	{doc_748}
session_b3bc	28-02-2005 06:37	{doc_60e,doc_6bf}
session_b3d8	28-02-2005 13:07	{doc_192}
session_b3dc	28-02-2005 14:36	{doc_72f}
session_b3e8	28-02-2005 21:14	{doc_568}
session_b3f8	01-03-2005 08:48	{doc_698}
session_b3f9	01-03-2005 09:06	{doc_781}
session_b3ff	01-03-2005 09:59	{doc_781}
session_b403	01-03-2005 11:31	{doc_5ea}
session_b414	01-03-2005 15:27	{doc_6d2,doc_743}
session_b419	01-03-2005 16:47	{doc_764}
session_wu56d1c	02-03-2005 05:53	{doc_782}
session_b424	02-03-2005 06:44	{doc_782}
session_b42b	02-03-2005 08:50	{doc_45a,doc_766,doc_7d1}
session_b43a	02-03-2005 11:21	{doc_7c9}
session_b43d	02-03-2005 11:29	{doc_6e7}
session_b442	02-03-2005 12:16	{doc_159,doc_412,doc_49b}
session_b456	02-03-2005 15:30	{doc_419}
session_b45e	02-03-2005 17:42	{doc_83}
session_b47e	03-03-2005 12:21	{doc_490}
session_b480	03-03-2005 12:46	{doc_83}
session_b481	03-03-2005 12:50	{doc_490}
session_b483	03-03-2005 13:23	{doc_469}
session_b4a2	04-03-2005 08:06	{doc_7f0}
session_b4a9	04-03-2005 09:06	{doc_470,doc_4c6}
session_b4aa	04-03-2005 09:16	{doc_19f,doc_5c9,doc_5ea,doc_691}
session_b4ae	04-03-2005 10:06	{doc_41d,doc_f4}
session_b4b2	04-03-2005 11:36	{doc_519}
session_b4bd	04-03-2005 14:54	{doc_7f0}
session_b4d3	05-03-2005 10:15	{doc_3ec,doc_4c7,doc_60e,doc_6bf,doc_714,doc_718,doc_75a,doc_764}
session_b4f0	05-03-2005 23:59	{doc_781}
session_b50a	06-03-2005 15:19	{doc_9b}
session_b50f	06-03-2005 16:36	{doc_40c}
session_b516	06-03-2005 17:53	{doc_707,doc_7ea}
session_b52a	07-03-2005 08:42	{doc_7d3}
session_b52d	07-03-2005 09:45	{doc_1b4,doc_519,doc_51f,doc_521,doc_7eb,doc_da}
session_b530	07-03-2005 09:59	{doc_14e,doc_7ec}
session_b53f	07-03-2005 12:21	{doc_50f,doc_519,doc_51c,doc_524}
session_b55e	08-03-2005 00:44	{doc_7ee}
session_b55f	08-03-2005 01:40	{doc_3fc}
session_b565	08-03-2005 08:03	{doc_764}
session_b575	08-03-2005 11:00	{doc_506,doc_507}
session_b577	08-03-2005 11:30	{doc_698}
session_b57e	08-03-2005 13:16	{doc_46c}
session_b58a	08-03-2005 15:57	{doc_595}
session_b58b	08-03-2005 15:58	{doc_3f3}
session_b591	08-03-2005 17:01	{doc_525}
session_b593	08-03-2005 18:06	{doc_4fd}
session_b594	08-03-2005 18:11	{doc_51b}
session_wu56eef	09-03-2005 00:17	{doc_7eb,doc_7ed}
session_b5a4	09-03-2005 07:59	{doc_595,doc_5f2,doc_5f3}
session_b5a7	09-03-2005 08:45	{doc_31f}
session_b5b0	09-03-2005 10:07	{doc_60,doc_691}
session_b5b5	09-03-2005 11:13	{doc_7ee}
session_b5ba	09-03-2005 11:51	{doc_ec}
session_b5c4	09-03-2005 14:24	{doc_7a9}
session_b5de	10-03-2005 07:55	{doc_34f}
session_b5e2	10-03-2005 08:26	{doc_490}
session_b5e8	10-03-2005 09:41	{doc_419}
session_b5fb	10-03-2005 14:16	{doc_7ef}
session_b603	10-03-2005 15:32	{doc_595}
session_b611	10-03-2005 21:30	{doc_698}
session_b617	11-03-2005 05:35	{doc_1a2,doc_693}
session_b62c	11-03-2005 13:55	{doc_7ee}
session_b636	11-03-2005 16:29	{doc_595}
session_b63b	11-03-2005 16:51	{doc_649}
session_b644	11-03-2005 21:02	{doc_4ef}
session_b64b	12-03-2005 09:11	{doc_1a9,doc_1bf,doc_1d2,doc_1df,doc_4ed,doc_561}
session_b652	12-03-2005 11:50	{doc_19b,doc_749,doc_74a,doc_7ed}
session_b65a	12-03-2005 15:15	{doc_dd}
session_b65c	12-03-2005 16:23	{doc_4c6}
session_b692	13-03-2005 19:18	{doc_364,doc_72f}
session_b69b	14-03-2005 04:32	{doc_5ea,doc_6f}
session_b69a	14-03-2005 04:33	{doc_7c5}
session_b6b1	14-03-2005 11:44	{doc_3ec}
session_b6bc	14-03-2005 13:32	{doc_470,doc_48f}
session_b6d3	14-03-2005 23:18	{doc_11d}
session_b6e8	15-03-2005 11:36	{doc_6de}
session_b6ff	15-03-2005 17:21	{doc_723}
session_b701	15-03-2005 18:11	{doc_5f2}
session_b704	15-03-2005 20:32	{doc_74a}
session_b711	16-03-2005 08:18	{doc_6de}
session_b736	16-03-2005 17:22	{doc_403,doc_419,doc_41a,doc_597,doc_7d3}
session_b737	16-03-2005 17:33	{doc_417,doc_41a,doc_597,doc_7d3}
session_b73d	16-03-2005 19:07	{doc_501,doc_517,doc_51e}
session_b742	16-03-2005 20:18	{doc_5dc}
session_b746	16-03-2005 21:33	{doc_4c6}
session_b747	16-03-2005 22:25	{doc_26b,doc_568,doc_5ea,doc_691,doc_7ed,doc_7ee}
session_b750	17-03-2005 06:24	{doc_1ee,doc_22a,doc_23a,doc_299,doc_320,doc_e3,doc_f3}
session_b75e	17-03-2005 09:19	{doc_691}
session_b762	17-03-2005 10:17	{doc_597}
session_b763	17-03-2005 10:27	{doc_7f0}
session_b764	17-03-2005 11:10	{doc_723,doc_737,doc_7c5,doc_7f0}
session_b76e	17-03-2005 12:24	{doc_698}
session_b76d	17-03-2005 12:25	{doc_4c6}
session_b775	17-03-2005 14:14	{doc_256}
session_b778	17-03-2005 15:46	{doc_4da}
session_b77d	17-03-2005 17:52	{doc_7ef}
session_b785	18-03-2005 07:43	{doc_71}
session_b786	18-03-2005 08:14	{doc_466}
session_b789	18-03-2005 08:57	{doc_60}
session_b78c	18-03-2005 10:03	{doc_781,doc_7c9}
session_b790	18-03-2005 10:36	{doc_72f}
session_b799	18-03-2005 14:18	{doc_781}
session_b79a	18-03-2005 14:22	{doc_781}
session_b7a3	19-03-2005 10:13	{doc_472}
session_b7aa	19-03-2005 13:39	{doc_469,doc_77a}
session_b7e4	20-03-2005 23:19	{doc_7a9}
session_b7e8	21-03-2005 06:58	{doc_698}
session_b807	21-03-2005 17:58	{doc_11d,doc_4c7}
session_b80e	21-03-2005 20:56	{doc_2cd,doc_7ea,doc_7ee}
session_b813	22-03-2005 06:33	{doc_48b}
session_b830	22-03-2005 12:44	{doc_7ed}
session_b833	22-03-2005 13:53	{doc_42e,doc_4b6}
session_b836	22-03-2005 14:29	{doc_3ec,doc_60e,doc_6bf}
session_b83b	22-03-2005 15:43	{doc_46a}
session_b83f	22-03-2005 17:24	{doc_46a,doc_46d}
session_b843	22-03-2005 19:11	{doc_1d9}
session_b855	23-03-2005 08:51	{doc_74a}
session_b860	23-03-2005 11:39	{doc_6de}
session_b861	23-03-2005 11:49	{doc_72f}
session_b864	23-03-2005 12:02	{doc_48f}
session_b867	23-03-2005 12:18	{doc_4da,doc_7da}
session_b86a	23-03-2005 12:43	{doc_4c6}
session_b870	23-03-2005 14:15	{doc_71}
session_b88a	24-03-2005 11:06	{doc_691}
session_b88e	24-03-2005 13:14	{doc_48b}
session_b8a0	25-03-2005 08:03	{doc_6e7,doc_6e8,doc_6e9}
session_b8c1	26-03-2005 15:21	{doc_472}
session_b8c7	26-03-2005 17:20	{doc_11d}
session_b8c9	26-03-2005 21:01	{doc_7ed}
session_b8d0	27-03-2005 11:36	{doc_698}
session_b8d9	27-03-2005 16:25	{doc_49b}
session_b8e6	28-03-2005 13:08	{doc_6bf}
session_b8ef	28-03-2005 16:11	{doc_46d}
session_b8f2	28-03-2005 18:19	{doc_5ca}
session_wu57233	28-03-2005 19:49	{doc_f4}
session_b904	29-03-2005 10:58	{doc_19e,doc_270,doc_3fc,doc_51f,doc_5f3,doc_7eb,doc_7ef}
session_b905	29-03-2005 11:26	{doc_493,doc_5c2}
session_b906	29-03-2005 11:51	{doc_77b,doc_808}
session_b917	29-03-2005 15:53	{doc_1b1}
session_b91f	30-03-2005 06:16	{doc_11d}
session_b921	30-03-2005 07:24	{doc_806}
session_b933	30-03-2005 13:18	{doc_2cd}
session_b950	31-03-2005 08:14	{doc_5ca}
session_b95a	31-03-2005 11:42	{doc_691}
session_b963	31-03-2005 11:49	{doc_782}
session_b969	31-03-2005 12:07	{doc_691}
session_b96a	31-03-2005 12:30	{doc_83}
session_b975	31-03-2005 18:50	{doc_48b}
session_b981	01-04-2005 00:19	{doc_7fc}
session_b988	01-04-2005 08:27	{doc_802}
session_b994	01-04-2005 11:00	{doc_807}
session_b996	01-04-2005 12:13	{doc_803}
session_b998	01-04-2005 12:21	{doc_4ef}
session_b99c	01-04-2005 13:15	{doc_473,doc_48e}
session_b9a3	01-04-2005 15:25	{doc_698}
session_b9a8	01-04-2005 17:30	{doc_1a2,doc_2cd,doc_364,doc_3ec,doc_424,doc_568,doc_5c3,doc_5ea,doc_60,doc_60e,doc_691,doc_693,doc_698,doc_781,doc_782,doc_7c9,doc_7f0,doc_7fe,doc_800,doc_804}
session_b9a9	01-04-2005 19:30	{doc_156,doc_1d9,doc_46c}
session_b9c1	02-04-2005 19:27	{doc_46c}
session_b9d2	04-04-2005 01:19	{doc_1e8,doc_59b}
session_b9e3	04-04-2005 10:41	{doc_4b6}
session_b9ed	04-04-2005 12:01	{doc_472}
session_b9f3	04-04-2005 12:53	{doc_7f0}
session_b9f9	04-04-2005 14:36	{doc_257}
session_ba00	04-04-2005 15:34	{doc_19f}
session_ba05	04-04-2005 18:44	{doc_34f}
session_ba09	04-04-2005 20:37	{doc_466}
session_ba0e	05-04-2005 01:22	{doc_707}
session_wu57341	05-04-2005 05:14	{doc_4ed}
session_ba17	05-04-2005 07:57	{doc_364,doc_698}
session_ba2b	05-04-2005 12:08	{doc_4da}
session_ba30	05-04-2005 12:32	{doc_806}
